Company_name,Description
Bellsonica Auto Component,Auto Components 
Stelis Biopharma,Pharma 
Muthoot Homefin India,Investment Banking / Venture Capital / Private Equity 
Ador Welding,Industrial Machinery 
T R Chadha & Co Llp,Accounting & Auditing 
Galax E Solutions,IT Services & Consulting 
OodlesTechnologies,IT Services & Consulting 
LeadSquared,Software Product 
LM Wind Power,Power 
Cashpor Micro Credit,NBFC 
Sterling Tools,Automobile 
Sedemac Mechatronics,Emerging Technologies 
CG Foods,FMCG 
Eye-Q Super Speciality Eye Hospitals,Healthcare 
Indchemie Health Specialities,Pharma 
Aptean,Software Product 
Dr.SNS Rajalakshmi College Of Arts and Science,Education & Training 
Kalkine,Financial Services 
Anand Rathi Global Finance,NBFC 
Rolta India,IT Services & Consulting 
Central Institute of Mining and Fuel Research,Education & Training 
Zee Laboratories,Pharma 
Inlead Electronics,Consumer Electronics & Appliances 
Grupo Antolin,Auto Components 
SVC Co-Operative Bank,Banking 
Grant Thornton Bharat,Accounting & Auditing 
Oil India,Oil & Gas 
VSoft Technologies,FinTech 
Thermax Babcock Wilcox Energy Solutions,Industrial Machinery 
IVTL Infoview Technologies,IT Services & Consulting 
Paradeep Phosphates,Agro Chemicals 
NEC Corporation of America,IT Services & Consulting 
Sequential Technology International,BPO 
Creative Hands HR Consultancy,Recruitment 
Cadence Design Systems,IT Services & Consulting 
Tablets (India),Pharma 
Expedia,Internet 
AIRBUS,Aviation 
ESIC HOSPITAL,Healthcare 
Calsonic Kansei Motherson Auto Products,Auto Components 
Koyo Bearings India,Auto Components 
Rochem Separation Systems,Industrial Machinery 
Acmegrade,51-200 Employees 
ZIGRAM,Software Product 
Weblink In,IT Services & Consulting 
Case New-Holland Construction Equipment India,Industrial Machinery 
Aegon Life Insurance,Insurance 
BIC Cello,Other 
Eaton India Innovation Center,Engineering & Construction 
Gujarat Gas,Oil & Gas 
Woodland,Fashion & Textile 
Banswara Syntex,Fashion & Textile 
Cargo Motors,Automobile 
Veeba Food Services,FMCG 
Munjal Auto Industries,Auto Components 
CityMall,Internet 
Leap Finance,FinTech 
Western Union,FinTech 
Mindlance,Recruitment 
Jade Global,IT Services & Consulting 
Foundit,Hyderabad / Secunderabad +14 more
KrazyBee,Internet 
AXIS MY INDIA,Analytics & KPO 
Cotmac Electronics,Industrial Automation 
Rahee Infratech,Engineering & Construction 
PSA AVTEC Powertrain,Auto Components 
Trelleborg,Industrial Machinery 
MTR Foods,FMCG 
Religare Finvest,Financial Services 
SBI Capital Markets,501-1k Employees 
Lincoln Pharmaceuticals,Pharma 
MARK EXHAUST SYSTEMS,Auto Components 
Kyndal India,51-200 Employees 
NatWest Markets,Banking 
ATC Telecom Infrastructure,Telecom 
Bnp Paribas Securities,Financial Services 
Hardcastle Restaurants,Hospitality 
Shivam Infocom,Telecom 
AppInventiv Technologies,Software Product 
Saregama India,Media & Entertainment 
Empower Retirement,Financial Services 
NortonLifeLock's,IT Services & Consulting 
FCI CCM,IT Services & Consulting 
AgreeYa Solutions,Software Product 
Kimberly-Clark,FMCG 
Cameo Corporate Services,BPO 
Entab Infotech,EdTech 
Government of Maharashtra,Government 
Bombay Rayon Fashions,Fashion & Textile 
Dnata,Aviation 
Festo,Industrial Automation 
Cremica Food Industries,Food Processing 
Atul Auto,Automobile 
Bony Polymers,Auto Components 
Focus Energy,Oil & Gas 
TMEIC,Industrial Machinery 
B2x Service Solutions,BPO 
The Indian Hume Pipe Co.,Building Material 
Unibic Foods,Food Processing 
ecare India,BPO 
Country Inns & Suites,Hospitality 
doodleblue innovation,IT Services & Consulting 
NTPC GE Power Services,Oil & Gas 
Scania,Auto Components 
Aditya Birla Housing Finance,Financial Services 
Borosil Glass Works,501-1k Employees 
SAR Group,Consumer Electronics & Appliances 
Micro Plastics,Petrochemicals 
Stellar Innovations,IT Services & Consulting 
VERITY GLOBAL SOLUTIONS,Investment Banking / Venture Capital / Private Equity 
Connectwise India,IT Services & Consulting 
Superhouse,Leather 
TIDC India,Industrial Machinery 
Nuance Communications,Software Product 
Greentech Industries,Industrial Machinery 
Lulu International Shopping Mall,Real Estate 
Epsilon Carbon,Chemicals 
Mobius Knowledge Services,Printing & Publishing 
Imarticus Learning,EdTech 
Puranik Builders,Real Estate 
Unique Identification Authority of India,IT Services & Consulting 
Fourrts,Pharma 
Sundaram Business Services,BPO 
Sun TV Network,Media & Entertainment 
Recipharm Pharmaservices,Pharma 
Universal Corporation,Pharma 
Coolberg Beverages,Beverage 
Minda Kosei Aluminum Wheel,Auto Components 
Minda Kosei Aluminum Wheel,Auto Components 
Elico Healthcare Services,Analytics & KPO 
Odessa,Software Product 
ReGen Powertech,Power 
ZIM Laboratories,Pharma 
MindGate Solutions,IT Services & Consulting 
Network 18,Media & Entertainment 
Pratibha Industries,Engineering & Construction 
Shyam Indus Power Solutions,Power 
Balaji Wafers,FMCG 
B S R & Co Llp,Accounting & Auditing 
Shangri-la Hotels & Resorts,Hospitality 
Garware Technical Fibres,Fashion & Textile 
Onkar Infotech,BPO 
HCL Healthcare,Healthcare 
Bhavani Industries,Industrial Machinery 
MBD GROUP,Printing & Publishing 
Alembic,Pharma 
Hays Business Solutions,Recruitment 
Van Heusen,Fashion & Textile 
Bhavani Industries,Industrial Machinery 
Alembic,Pharma 
MBD GROUP,Printing & Publishing 
Linkquest Telecom,Telecom 
Bajaj Energy,Power 
Pepe Jeans,Fashion & Textile 
Flyhomes,Internet 
Rakuten Symphony,1k-5k Employees 
Ichhapurti.com,Software Product 
Prime Focus,Animation & VFX 
TestingXperts,IT Services & Consulting 
Gi Group,Recruitment 
Groz Engineering Tools,Industrial Machinery 
Hindustan Wellness,Healthcare 
Kuwait Oil Company,Oil & Gas 
Mahindra Susten,Engineering & Construction 
Polyplex,Packaging 
Meghalaya Cements,Building Material 
Ipsos,Analytics & KPO 
ANZ Operations & Technology,Financial Services 
Padmini VNA Mechatronics,Auto Components 
Imperative Business Ventures,IT Services & Consulting 
Xtancia Technosoft,Software Product 
H&R Block,Accounting & Auditing 
AVL,Automobile 
Apex CoVantage,IT Services & Consulting 
NTT-Netmagic,IT Services & Consulting 
STAR,Broadcasting 
TrueBlue,Recruitment 
NAV Backoffice,Accounting & Auditing 
MSP Steel & Power,Iron & Steel 
Schneider Electric Infrastructure,Electrical Equipment 
ESAF CO-OPERATIVE,Financial Services 
Al-Yamama Group,Engineering & Construction 
Broker Network,Internet 
Prolifics Corporation,IT Services & Consulting 
Arcesium,IT Services & Consulting 
Satguru Travels and Tour Services,Travel & Tourism 
Paul Merchants,NBFC 
Shaily Engineering Plastics,Industrial Machinery 
PhyCARE Solutions,Healthcare 
Prem Henna,Beauty & Personal Care 
Mindteck,IT Services & Consulting 
Nalco water,Waste Management 
Atomberg Technologies,Consumer Electronics & Appliances 
Data-Core Systems,IT Services & Consulting 
Forbes & Company,Engineering & Construction 
Net Solutions,IT Services & Consulting 
Health Total,Fitness & Wellness 
QDegrees,Management Consulting 
Alchem International,Pharma 
Sir Ganga Ram Hospital,Healthcare 
Protiviti India Member,Management Consulting 
Muthoot Capital Services,Financial Services 
Symphony,Consumer Electronics & Appliances 
Microsense,IT Services & Consulting 
Drydocks World Dubai,Ports & Shipping 
Abbott Nutrition International,Pharma 
Sonata Finance,Financial Services 
Arya Omnitalk,Electronics Manufacturing 
KSB Limited - Irrigation & Process Division (IPD),Industrial Machinery 
British Biologicals,Fitness & Wellness 
Pitney Bowes,IT Services & Consulting 
Popular Vehicles and Services,Automobile 
Volvo Trucks,Automobile 
SYSTRA,Engineering & Construction 
Rupa,Fashion & Textile 
Spectranet,Telecom 
Cliantha Research,Clinical Research 
Honda India Power Products,Industrial Machinery 
Petrofac Engineering India,Petrochemicals 
Bain & Company,Management Consulting 
Plada Infotech Services,IT Services & Consulting 
Caretel Infotech,Analytics & KPO 
Emirates Airlines,Aviation 
SOPAN,Industrial Machinery 
Nippon Audiotronix,Automobile 
Responsive Industries,Building Material 
Creamline Dairy Products,Food Processing 
Sterling Hospitals,Healthcare 
Lobo Staffing Solutions,Recruitment 
Dishnet Wireless,Telecom 
EMCO,Power 
Tenon Facility Management,Facility Management Services 
The KCP,Building Material 
Plasser India,Industrial Machinery 
FIGMD,IT Services & Consulting 
Velozity Global Solutions,Software Product 
Amrita Institute of Medical Sciences and Research,Healthcare 
Compunnel,IT Services & Consulting 
Purplle.com,Beauty & Personal Care 
Jaguar Security Services,Law Enforcement & Security 
L&T Water & Effluent Treatment,Engineering & Construction 
LKQ INDIA,IT Services & Consulting 
Pitti Engineering Solutions,Industrial Machinery 
Wishfin,Financial Services 
IIT Madras,Education & Training 
MosChip Technologies,Semiconductors 
University of Petroleum & Energy Studies,Education & Training 
Verifacts Services,Recruitment 
Biz 2 Credit Info Services,Financial Services 
Cordlife Sciences India,Pharma 
S Chand Group,Education & Training 
Aristocrat Technologies,Gaming 
Big C,1k-5k Employees 
Teachmint,EdTech 
Futwork,Internet 
Path Infotech,IT Services & Consulting 
IMC,Ports & Shipping 
CES,IT Services & Consulting 
M*Modal,IT Services & Consulting 
Sequel Logistics,Logistics 
TAJSATS AIR CATERING,Hospitality 
Polyhose,Industrial Machinery 
Škoda Auto India,Automobile 
Classplus,Software Product 
Head Field Solutions,Recruitment 
ABCD,Education & Training 
Sentiss Pharma,Healthcare 
Citylife Retail,Retail 
Trackon Courier,Logistics 
Weddingz.in,Internet 
SMC,Medical Equipment 
TresVista,Financial Services 
DRJ & CO,Architecture & Interior Design 
RWS Group,IT Services & Consulting 
EVRY India,IT Services & Consulting 
Rajiv Gandhi Cancer Institute & Research Centre,Healthcare 
Walkaroo International,Fashion & Textile 
TNT Express,Logistics 
IM Gears,Auto Components 
KJS Cement,Building Material 
Indira Gandhi International Airport,Urban Transport 
American Tower Corporation,Telecom 
The Professional Couriers,Logistics 
Europa Locks,Industrial Machinery 
VHS Consulting,IT Services & Consulting 
Avanze Technologies,IT Services & Consulting 
Arundhati Jewellers,Jewellery 
Globus Stores,Retail 
Gaja Engineering,Engineering & Construction 
Avanze Technologies,IT Services & Consulting 
Arundhati Jewellers,Jewellery 
VHS Consulting,IT Services & Consulting 
Allengers Medical Systems,Medical Equipment 
Policyboss.com,Insurance 
Softcell Technologies,IT Services & Consulting 
Anand Rathi: Online Stock Trading & Advisory,Financial Services 
Save the Children,Non-Profit 
Kangaro Industries,Retail 
NextGen Healthcare,IT Services & Consulting 
TJSB Sahakari Bank,Banking 
Barista Coffee Company,Beverage 
Evoke Technologies,IT Services & Consulting 
Ratnamani Metals and Tubes,Iron & Steel 
Deepak Phenolics,Chemicals 
Madhucon Projects,Engineering & Construction 
Prabhat Dairy,FMCG 
MEDOPHARM,Pharma 
Al Ahleia Switchgear,Industrial Machinery 
Al Ahleia Switchgear,Industrial Machinery 
Prabhat Dairy,FMCG 
MEDOPHARM,Pharma 
Marksans Pharma,Pharma 
Maxicus,BPO 
Avantor,Biotechnology 
Sakra World Hospital,Healthcare 
Equinox Labs,Other 
Cryoviva Biotech,Biotechnology 
GKC Projects,Engineering & Construction 
Livguard,Electronics Manufacturing 
SHV Energy,Oil & Gas 
BARC,Defence & Aerospace 
AISECT,Education & Training 
Flash Viven Machining Technologies,Auto Components 
Pulse Pharmaceuticals,Pharma 
SGT University,Education & Training 
CSC Global,Financial Services 
PowerSchool India,EdTech 
Miracle Software Systems,IT Services & Consulting 
Liberty Shoes,Fashion & Textile 
SirionLabs,IT Services & Consulting 
Reliance Cement Company,Building Material 
Hughes Systique Corporation,Emerging Technologies 
Billabong High International School,Education & Training 
Aarti Steels,Iron & Steel 
GMR Energy,Power 
Hicare Services,501-1k Employees 
Su-Kam Power Systems,Power 
DCDC Kidney Care,Healthcare 
Hinduja Group,Automobile 
Sanghi Cement,Building Material 
Hitachi Consulting,IT Services & Consulting 
Vyom Labs,IT Services & Consulting 
Orchid Chemicals & Pharmaceuticals,Pharma 
Puzzolana Machinery Fabricators,Industrial Machinery 
OneAssist Consumer Solutions,Financial Services 
Silverskills,BPO 
Classcanyon,Education & Training 
Dalmia-OCL,Building Material 
GfK MODE,Analytics & KPO 
Motherhood Hospital,Healthcare 
Suresh Surana & Associates,Accounting & Auditing 
Global Calcium,Pharma 
Phenom,Software Product 
Kalyani Motors,Automobile 
Vashi Integrated Solutions Limited,Industrial Machinery 
UNICEF,Non-Profit 
Samarth LifeSciences,Pharma 
IQ BackOffice,IT Services & Consulting 
Southern Petrochemical Industries Corporation,Agro Chemicals 
Javi Systems,IT Services & Consulting 
Namaste India Foods,Food Processing 
The Sparks Foundation,Education & Training 
Lipi Data Systems,Other 
Gold's Gym,Fitness & Wellness 
Teamspace Financial Services,Financial Services 
Slr Metaliks,Iron & Steel 
St. John's Medical College Hospital,Analytics & KPO 
Paperchase Accountancy,1k-5k Employees 
Jain University,Education & Training 
Yakult Danone India,Food Processing 
Indigo Paints,Chemicals 
Cyber Infrastructure,IT Services & Consulting 
Kaleesuwari Refinery,FMCG 
Property Solutions,Facility Management Services 
TMF Group,Financial Services 
Navata Road Transport,Logistics 
Dvara KGFS,NBFC 
Geo Chem Laboratories,Industrial Machinery 
Expert Global Solutions,BPO 
Zamil Air Conditioners,Consumer Electronics & Appliances 
TCPL Packaging,Packaging 
Mitsubishi Elevators,Industrial Machinery 
Lucas Indian Service,Auto Components 
Gufic Biosciences,Pharma 
Cure foods,Fitness & Wellness 
Clifford Chance,Legal 
RND Softech,BPO 
Veer-O-- Metals,Industrial Machinery 
Duroflex,Furniture & Furnishing 
Himadri Speciality Chemical,Chemicals 
L&T Heavy Civil Infrastructure,Engineering & Construction 
Hyundai Heavy Industries,201-500 Employees 
Dee Vee Projects,Engineering & Construction 
S.c Johnson Products,FMCG 
Securens System,Law Enforcement & Security 
Mitsui O.S.K. Lines,Ports & Shipping 
Malabar Group Of Companies,Jewellery 
Mindfire Solutions,Software Product 
Freelancer.com,10k-50k Employees 
FUJIFILM,Animation & VFX 
Indo German Tool Room,Government 
Reliable Autotech,Auto Components 
CollegeDekho,Internet 
Alivira Animal Health,Pharma 
Brinton Pharmaceuticals,Pharma 
Nuance Transcription Services,IT Services & Consulting 
INOX Air Products,Oil & Gas 
ITM Group of Institutions,Education & Training 
Fidelis Technology Services,IT Services & Consulting 
Ace Designers,Industrial Machinery 
Maharishi Vidya Mandir,Education & Training 
SMR Automotive Systems India,Auto Components 
Metawallah,Internet 
Swiss Re,Insurance 
Edureka,EdTech 
IndustryBuying.com,Import & Export 
Modi Mundi Pharma,Pharma 
Naandi Foundation,Non-Profit 
DCM Shriram Industries,Chemicals 
ICICI Foundation for Inclusive Growth,Non-Profit 
Adani Gas,Oil & Gas 
Arabtec Construction,Engineering & Construction 
Amcor Flexibles India,Packaging 
Konexions Back Office Services,BPO 
PaySquare Consultancy,Recruitment 
InKnowTech,IT Services & Consulting 
Indian Institute of Science,Education & Training 
Rainbow Hospital,Healthcare 
Essar Power,Power 
Pharmarack Technologies,IT Services & Consulting 
Sanjeev Auto Parts Manufacturers,Auto Components 
Innoviti Technologies Private Limited,FinTech 
Bharat Institutions,Education & Training 
ITCONS e-Solutions,IT Services & Consulting 
Mobiloitte Technologies,IT Services & Consulting 
Panzer Technologies,IT Services & Consulting 
WizKlub,EdTech 
Girmiti Software,IT Services & Consulting 
Poonawalla Housing Finance,Financial Services 
Uniinfo Telecom Services,Telecom 
Lam Research,Semiconductors 
Zeta,Emerging Technologies 
Indifi Technologies,Financial Services 
CANTABIL RETAIL INDIA,Fashion & Textile 
Kanwar Enterprises,Engineering & Construction 
Hindustan Foods,FMCG 
Meenakshi Polymers,Auto Components 
Sears Holdings,Retail 
Hindustan Foods,FMCG 
Anglo-Eastern Ship Management,Ports & Shipping 
Vision Express,Retail 
Amrutanjan Health Care,Pharma 
Webkul Software,IT Services & Consulting 
Omninos Solutions,Software Product 
KHY ELECTRONIC,11-50 Employees 
Accurate Global Alliances,Recruitment 
Amentum,Defence & Aerospace 
Intertrust Group,Financial Services 
Trantor,IT Services & Consulting 
Sterling Talent Solutions,Internet 
Smc Insurance Brokers,Insurance 
Softtek,IT Services & Consulting 
Hudson's Bay Company,Retail 
